GEOID,TRACT,total_pop,poverty_pop,poverty_below,bachelors,foreign_born,median_age,pop_black,pop_white,pop_hispanic,pop_asian,total_hh,median_income,limited_english,english_only,median_home_value,housing_units,units_mortgage,occupied_units,vacant_units,renter_hh,owner_hh,family_hh,vacant_status,for_rent,for_sale,mortgage_under20k_over30pct,mortgage_20to35k_over30pct,mortgage_35to50k_over30pct,mortgage_50to75k_over30pct,mortgage_75kplus_over30pct,owner_costs_total,owner_under20k,owner_under20k_under20pct,owner_under20k_20to29pct,owner_under20k_over30pct,owner_20to35k,owner_20to35k_under20pct,owner_20to35k_20to29pct,owner_20to35k_over30pct,owner_35to50k,owner_35to50k_under20pct,owner_35to50k_20to29pct,owner_35to50k_over30pct,owner_50to75k,owner_50to75k_under20pct,owner_50to75k_20to29pct,owner_50to75k_over30pct,owner_75kplus,owner_75kplus_under20pct,owner_75kplus_20to29pct,owner_75kplus_over30pct,owner_zero_neg_income,owner_total,owner_15to24,owner_25to34,owner_35to44,owner_45to54,owner_55to59,owner_60to64,owner_65to74,owner_75to84,owner_85plus,area_sqmi,pop_density,geometry
42101980800,9808,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8322469913333619,0,"list(list(c(-75.280266, -75.276482, -75.275871, -75.271639, -75.269314, -75.26562, -75.2619, -75.259797, -75.261996, -75.265918, -75.267973, -75.265566, -75.261282, -75.259471, -75.259062, -75.257113, -75.255918, -75.255661, -75.255196, -75.254752, -75.255123, -75.250481, -75.251119, -75.247169, -75.247109, -75.246425, -75.246753, -75.247688, -75.248056, -75.250313, -75.25414, -75.25711, -75.259078, -75.260491, -75.265448, -75.267386, -75.270002, -75.270598, -75.275394, -75.27754, -75.280266, 39.974964, 
39.976959, 39.977245, 39.972082, 39.97301, 39.969941, 39.972584, 39.974672, 39.977598, 39.979251, 39.980757, 39.981832, 39.978272, 39.97978, 39.982814, 39.983789, 39.978122, 39.976755, 39.97426, 39.971527, 39.970036, 39.96946, 39.966398, 39.965927, 39.964294, 39.964276, 39.962705, 39.962817, 39.964074, 39.965069, 39.965404, 39.963719, 39.965692, 39.966313, 39.965257, 39.966215, 39.967479, 39.96866, 39.969575, 39.971127, 39.974964)))"
42101980300,9803,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9330348661993755,0,"list(list(c(-75.028952, -75.025229, -75.017575, -75.017383, -75.015367, -75.015528, -75.014156, -75.008641, -75.001796, -74.995464, -74.991264, -74.989094, -74.98418, -74.987065, -74.990155, -74.994348, -74.997233, -74.998488, -75.001465, -75.003606, -75.007269, -75.01135, -75.013126, -75.023713, -75.028774, -75.028952, 40.080968, 40.08482, 40.092754, 40.092651, 40.094734, 40.09486, 40.096236, 40.100211, 40.10493, 40.099166, 40.095778, 40.093928, 40.089906, 40.086049, 40.084052, 40.081681, 40.080023, 
40.078701, 40.075148, 40.071362, 40.069161, 40.071189, 40.072071, 40.077994, 40.080864, 40.080968)))"
42101013601,136.01,2882,2869,239,1000,478,37.3,160,2272,163,205,1559,107019,1559,1239,461100,1642,792,1559,83,580,979,661,83,7,10,110,82,22,10,0,979,21,0,0,21,66,0,8,58,60,14,0,46,87,9,19,59,734,498,188,48,11,979,7,213,70,244,68,69,176,132,0,0.06725717624685588,42850.44601667657,"list(list(c(-75.181234, -75.178606, -75.178056, -75.17646, -75.174869, -75.17539, -75.178641, -75.179683, -75.184005, -75.181234, 39.970504, 39.97018, 39.970112, 39.96991, 39.96971, 39.967345, 39.967399, 39.967416, 39.970781, 39.970504)))"
42101011100,111,4049,3986,1104,126,278,37.5,3848,83,52,0,1451,45519,1451,1334,91800,2010,135,1451,559,678,773,984,559,35,32,24,0,118,0,46,773,112,0,70,42,49,27,8,14,270,223,24,23,193,150,19,24,103,103,0,0,46,773,0,95,133,78,50,116,196,93,12,0.5028658944207874,8051.848504587355,"list(list(c(-75.230171, -75.226765, -75.226451, -75.2263, -75.224066, -75.223157, -75.213469, -75.212211, -75.216331, -75.217437, -75.217172, -75.223118, -75.225372, -75.225834, -75.228735, -75.229026, -75.229266, -75.229855, -75.230171, 39.978794, 39.977211, 39.977717, 39.977951, 39.981508, 39.981381, 39.977791, 39.973242, 39.97279, 39.972434, 39.970351, 39.969747, 39.969517, 39.971364, 39.971107, 39.972644, 39.973926, 39.977069, 39.978794)))"
42101014900,149,4318,4318,1902,314,144,34.2,3399,202,436,37,2086,29458,2086,1981,270600,2432,493,2086,346,1158,928,943,346,57,0,43,95,21,0,30,928,236,0,0,236,106,30,17,59,77,77,0,0,38,19,0,19,441,286,82,73,30,928,0,88,140,283,23,64,181,79,70,0.17472354365234172,24713.326605782404,"list(list(c(-75.188033, -75.184794, -75.181758, -75.181579, -75.179952, -75.176933, -75.175344, -75.174991, -75.174771, -75.172161, -75.172503, -75.172799, -75.174393, -75.175989, -75.177585, -75.179172, -75.180591, -75.181135, -75.182215, -75.183838, -75.185497, -75.188661, -75.188033, 39.984126, 39.983706, 39.983325, 39.983313, 39.983108, 39.982713, 39.982517, 39.98246, 39.982444, 39.9821, 39.980592, 39.97916, 39.97938, 39.979572, 39.979774, 39.979988, 39.980167, 39.980238, 39.980373, 39.980585, 
39.980804, 39.981207, 39.984126)))"
42101017800,178,6592,6577,2668,545,134,36.1,2149,1459,2704,0,2793,32009,2793,1796,76500,3169,944,2793,376,1432,1361,1377,376,65,0,173,62,0,87,42,1361,226,0,0,226,487,0,181,306,148,29,34,85,215,117,98,0,243,243,0,0,42,1361,0,210,188,263,129,366,118,59,28,0.257309303331286,25618.972631987555,"list(list(c(-75.124722, -75.123686, -75.12031, -75.118272, -75.115778, -75.113387, -75.111369, -75.109709, -75.109528, -75.114257, -75.115481, -75.120138, -75.121703, -75.122342, -75.123386, -75.125491, -75.124722, 39.990257, 39.990836, 39.992672, 39.993803, 39.995167, 39.996493, 39.994211, 39.992334, 39.992123, 39.989952, 39.989315, 39.986877, 39.987571, 39.987046, 39.987916, 39.989836, 39.990257)))"
42101024400,244,3210,3207,867,596,49,30.9,2772,287,0,0,1086,56912,1086,1079,186100,1344,496,1086,258,410,676,697,258,0,0,0,28,30,0,36,676,0,0,0,0,20,0,7,13,40,0,0,40,173,126,17,30,407,341,66,0,36,676,0,115,226,59,20,81,139,36,0,0.16319598887851935,19669.601085535724,"list(list(c(-75.169124, -75.167644, -75.166395, -75.163749, -75.161425, -75.160983, -75.160053, -75.159551, -75.162024, -75.162462, -75.162782, -75.163915, -75.168482, -75.169124, 40.023865, 40.025372, 40.026593, 40.029255, 40.027764, 40.027253, 40.026023, 40.023925, 40.022286, 40.021954, 40.020368, 40.02099, 40.023512, 40.023865)))"
42101027100,271,2609,2531,258,223,370,47.4,1950,179,130,243,1037,58296,1037,693,157400,1077,438,1037,40,288,749,503,40,0,0,99,61,81,0,0,749,57,0,0,57,88,47,9,32,50,12,0,38,282,76,99,107,272,266,6,0,0,749,0,13,39,235,138,96,174,44,10,0.15934814938596356,16372.95450278896,"list(list(c(-75.127488, -75.127143, -75.12632, -75.124916, -75.122147, -75.122776, -75.123566, -75.125631, -75.126639, -75.128495, -75.127488, 40.050217, 40.051748, 40.055481, 40.054684, 40.053177, 40.049613, 40.044993, 40.045259, 40.045392, 40.045626, 40.050217)))"
42101031501,315.01,7479,7382,1436,870,3151,34.2,146,3370,1866,2154,2320,57310,2320,1026,236700,2523,947,2320,203,993,1327,1805,203,0,51,27,74,190,24,0,1327,79,0,0,79,90,58,0,32,295,65,0,230,241,118,98,25,622,601,21,0,0,1327,0,300,278,221,138,91,177,122,0,0.22637790951051323,33037.67587646474,"list(list(c(-75.051973, -75.053584, -75.053022, -75.0518, -75.05122, -75.049027, -75.045919, -75.04086, -75.044053, -75.044671, -75.04677, -75.048574, -75.050972, -75.053701, -75.051973, 40.035672, 40.036574, 40.037183, 40.038476, 40.039091, 40.041412, 40.039643, 40.036757, 40.035096, 40.034771, 40.033683, 40.032982, 40.032324, 40.033844, 40.035672)))"
42101034100,341,5828,5828,636,854,1113,41,172,4284,790,705,2685,69623,2685,2017,259000,2747,722,2685,62,1267,1418,1647,62,0,0,86,112,103,7,0,1418,13,0,13,0,99,25,17,57,201,49,64,88,324,281,43,0,781,590,191,0,0,1418,13,120,323,184,143,84,335,167,49,0.5147752759536293,11321.445050373755,"list(list(c(-75.090193, -75.086906, -75.082456, -75.078845, -75.076258, -75.073705, -75.071007, -75.0759, -75.07966, -75.083255, -75.08415, -75.085044, -75.090317, -75.090193, 40.075238, 40.078648, 40.082884, 40.082048, 40.080605, 40.079182, 40.077682, 40.072884, 40.069203, 40.071209, 40.071824, 40.072141, 40.075115, 40.075238)))"
42101017602,176.02,4074,4030,2159,82,751,28.9,794,209,2953,304,1240,33750,1240,89,68500,1390,217,1240,150,782,458,754,150,23,50,0,26,90,15,51,458,72,0,21,51,100,13,0,87,90,90,0,0,135,76,0,59,10,10,0,0,51,458,51,26,26,71,117,69,43,55,0,0.15396337793711082,26460.83799008424,"list(list(c(-75.138524, -75.133236, -75.132172, -75.12926, -75.12538, -75.125737, -75.126054, -75.126374, -75.126915, -75.128748, -75.130122, -75.13191, -75.133777, -75.138713, -75.138524, 39.999743, 39.999057, 39.998913, 39.998539, 39.998043, 39.996451, 39.994957, 39.993462, 39.991834, 39.993458, 39.994573, 39.995754, 39.996591, 39.998891, 39.999743)))"
42101009600,96,3528,3528,485,189,60,31.9,3336,0,461,6,1464,50786,1464,1243,108600,2134,386,1464,670,689,775,711,670,153,51,84,47,102,30,6,775,133,11,15,107,195,73,27,95,33,33,0,0,180,76,104,0,216,202,14,0,18,775,0,130,58,166,41,47,165,96,72,0.15521993112202878,22729.039850084737,"list(list(c(-75.247169, -75.246848, -75.246531, -75.244416, -75.239479, -75.24011, -75.240762, -75.242735, -75.246753, -75.246425, -75.247109, -75.247169, 39.965927, 39.967449, 39.968967, 39.968706, 39.968097, 39.965055, 39.96196, 39.962202, 39.962705, 39.964276, 39.964294, 39.965927)))"
42101014700,147,3311,3088,2326,89,237,21.7,1279,1307,311,282,1375,18041,1375,1134,537900,1624,141,1375,249,1224,151,307,249,30,0,29,23,0,0,0,151,0,0,0,0,33,0,10,23,89,0,0,89,29,10,19,0,0,0,0,0,0,151,23,0,0,0,0,118,0,10,0,0.13054075800853301,25363.725862412804,"list(list(c(-75.16616, -75.165849, -75.165511, -75.159219, -75.157581, -75.158526, -75.16175, -75.163325, -75.164888, -75.166463, -75.16616, 39.978308, 39.979714, 39.981244, 39.980435, 39.980223, 39.97585, 39.976262, 39.976471, 39.976668, 39.976877, 39.978308)))"
42101037700,377,5349,3608,1851,214,366,21,2064,2121,808,302,1572,22244,1572,1148,204200,1817,107,1572,245,1336,236,624,245,63,0,0,0,48,15,0,236,61,0,0,61,0,0,0,0,26,0,26,0,16,16,0,0,133,133,0,0,0,236,0,85,0,0,0,74,62,15,0,0.2843635175416401,18810.429854866077,"list(list(c(-75.156275, -75.154063, -75.150913, -75.150197, -75.144154, -75.14405, -75.144169, -75.14501, -75.149759, -75.150661, -75.152235, -75.153808, -75.157581, -75.156275, 39.986283, 39.986003, 39.985597, 39.985504, 39.984724, 39.983721, 39.983092, 39.978597, 39.97921, 39.979325, 39.979531, 39.979733, 39.980223, 39.986283)))"
42101026302,263.02,4550,4550,428,489,175,48.1,4403,146,62,0,1968,70182,1968,1871,194900,2186,921,1968,218,565,1403,1330,218,108,0,66,42,98,42,0,1403,169,0,0,169,148,17,42,89,157,77,13,67,287,111,132,44,642,621,21,0,0,1403,0,67,154,182,163,159,547,131,0,0.2720452239622248,16725.160374922798,"list(list(c(-75.164106, -75.162035, -75.161313, -75.158417, -75.154076, -75.151596, -75.152195, -75.152602, -75.153513, -75.155254, -75.156726, -75.159299, -75.162495, -75.164106, 40.068662, 40.070685, 40.071386, 40.074169, 40.071732, 40.070328, 40.069527, 40.067646, 40.064285, 40.062431, 40.064442, 40.065913, 40.067732, 40.068662)))"
42101026800,268,4308,4020,1095,455,384,45.1,3270,404,305,119,1991,45768,1991,1747,204300,2265,354,1991,274,1333,658,904,274,121,0,33,71,107,38,0,658,61,0,0,61,140,35,52,53,76,20,12,44,95,37,31,27,245,149,71,25,41,658,22,26,162,66,46,31,175,104,26,0.298982273024509,14408.881023012533,"list(list(c(-75.143189, -75.142292, -75.142182, -75.140897, -75.139427, -75.136719, -75.135124, -75.13619, -75.137025, -75.136585, -75.137767, -75.139107, -75.142858, -75.142164, -75.143841, -75.143189, 40.05381, 40.057941, 40.058424, 40.064239, 40.063358, 40.061821, 40.060989, 40.059264, 40.058773, 40.058566, 40.053112, 40.047011, 40.047488, 40.050556, 40.050771, 40.05381)))"
42101028100,281,3976,3976,1115,186,519,39.1,3327,334,299,0,1823,48750,1823,1671,124500,1935,435,1823,112,471,1352,1057,112,0,23,0,67,10,0,0,1352,195,25,15,155,204,0,138,66,255,29,93,133,323,305,0,18,375,375,0,0,0,1352,0,158,423,220,26,198,249,46,32,0.1921241767474931,20694.94879463097,"list(list(c(-75.152369, -75.151272, -75.149859, -75.145554, -75.146575, -75.146705, -75.14685, -75.147218, -75.147555, -75.148245, -75.150781, -75.151263, -75.15152, -75.153282, -75.152369, 40.031387, 40.032579, 40.035827, 40.035262, 40.030637, 40.030127, 40.029481, 40.027644, 40.026138, 40.022959, 40.026565, 40.027186, 40.027556, 40.029955, 40.031387)))"
42101028902,289.02,6431,6396,2341,452,1423,29.1,2321,1369,3128,719,2047,38759,2047,605,97300,2171,981,2047,124,584,1463,1607,124,61,0,46,347,133,0,0,1463,416,0,25,391,229,29,121,79,315,195,54,66,197,159,38,0,306,306,0,0,0,1463,139,226,335,146,127,342,148,0,0,0.33006715416626653,19483.913860633576,"list(list(c(-75.121843, -75.117263, -75.114667, -75.11288, -75.11285, -75.112844, -75.111393, -75.111181, -75.110195, -75.11004, -75.106903, -75.104255, -75.103167, -75.104086, -75.107422, -75.107152, -75.107599, -75.109024, -75.108678, -75.113951, -75.112217, -75.114099, -75.116243, -75.116106, -75.117959, -75.120136, -75.119823, -75.119735, -75.122279, -75.121843, 40.026155, 40.026818, 40.0272, 40.027457, 40.027335, 40.027025, 40.025282, 40.023255, 40.022291, 40.022264, 40.023366, 40.023338, 40.021001, 
40.019346, 40.017849, 40.016728, 40.016489, 40.016286, 40.017942, 40.018603, 40.020056, 40.020291, 40.020558, 40.022109, 40.022349, 40.022627, 40.02412, 40.026017, 40.02565, 40.026155)))"
42101000101,1.01,1947,1947,14,763,237,31.9,31,1665,248,101,1413,117250,1413,1193,511400,1558,323,1413,145,969,444,324,145,98,0,0,70,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,275,17,152,0,444,0,83,64,129,32,0,16,79,41,0.1329240375931556,14647.463583368108,"list(list(c(-75.152, -75.151539, -75.148472, -75.146806, -75.14523, -75.143303, -75.141469, -75.142466, -75.14408, -75.149186, -75.150767, -75.152337, -75.152, 39.950936, 39.952948, 39.952578, 39.952369, 39.952175, 39.951935, 39.951698, 39.948174, 39.948379, 39.949032, 39.949223, 39.949421, 39.950936)))"
42101013701,137.01,1753,1753,158,548,204,33.1,592,869,92,171,957,92337,957,760,384700,1081,350,957,124,533,424,361,124,0,41,0,27,0,0,0,424,24,0,0,24,25,25,0,0,0,0,0,0,95,39,0,56,280,184,96,0,0,424,19,148,96,22,75,0,50,14,0,0.10467082548417697,16747.742189775698,"list(list(c(-75.189882, -75.188661, -75.185497, -75.183838, -75.184439, -75.184945, -75.185394, -75.186368, -75.187121, -75.188252, -75.189674, -75.189716, -75.189882, 39.977933, 39.981207, 39.980804, 39.980585, 39.977788, 39.975479, 39.973417, 39.973537, 39.975035, 39.976764, 39.977173, 39.977273, 39.977933)))"
42101035100,351,3852,3726,584,911,314,57.5,439,2954,209,176,2122,70000,2122,1845,222300,2308,850,2122,186,562,1560,1002,186,0,0,73,173,47,16,17,1560,229,0,0,229,209,0,53,156,50,17,15,18,233,115,50,68,822,741,57,24,17,1560,0,208,149,188,75,201,395,243,101,0.6491796719060491,5933.642359271951,"list(list(c(-74.99627, -74.986873, -74.984098, -74.983904, -74.982022, -74.979695, -74.9737103519953, -74.977435, -74.9813744705355, -74.9827776962785, -74.984716636299, -74.9865921200616, -74.990976, -74.99627, 40.047202, 40.052097, 40.054782, 40.054994, 40.053727, 40.053399, 40.0481874432217, 40.045714, 40.0428150534316, 40.0417824587172, 40.0403556467972, 40.0389755305687, 40.042526, 40.047202)))"
42101000901,9.01,2166,2166,604,666,545,31.4,406,1349,90,296,1639,44926,1639,1278,358500,1864,139,1639,225,1482,157,250,225,135,0,15,13,0,7,0,157,11,0,0,11,37,0,0,37,0,0,0,0,7,0,0,7,102,77,25,0,0,157,0,35,34,11,12,41,24,0,0,0.040721064685351506,53191.1436190707,"list(list(c(-75.164845, -75.164338, -75.164192, -75.162114, -75.159751, -75.160267, -75.161843, -75.162627, -75.163648, -75.16471, -75.164845, 39.946999, 39.949346, 39.949334, 39.94908, 39.948783, 39.946422, 39.94662, 39.946713, 39.946836, 39.946971, 39.946999)))"
42101006200,62,4394,4394,605,506,911,35.7,3863,212,39,300,1565,45502,1565,1237,98600,1680,562,1565,115,841,724,1022,115,86,0,42,23,0,14,40,724,47,0,0,47,69,0,0,69,116,41,10,65,161,18,49,94,291,228,63,0,40,724,0,0,168,238,132,102,56,7,21,0.19646989573823456,22364.749487393827,"list(list(c(-75.236789, -75.234991, -75.232438, -75.230327, -75.228931, -75.227538, -75.22943, -75.230094, -75.231092, -75.232692, -75.23463, -75.236026, -75.239511, -75.236789, 39.920899, 39.922169, 39.92397, 39.922201, 39.921025, 39.91984, 39.918507, 39.918046, 39.917343, 39.916219, 39.914848, 39.916036, 39.918979, 39.920899)))"
42101007800,78,4191,4039,1239,903,654,31.6,674,2703,250,387,2175,61205,2175,1751,592000,2282,259,2175,107,1669,506,558,107,34,0,56,11,77,0,0,506,39,0,0,39,43,15,0,28,0,0,0,0,86,62,13,11,338,235,103,0,0,506,0,66,50,152,30,66,85,57,0,0.16455951321451318,25467.989775448477,"list(list(c(-75.223315, -75.221237, -75.219234, -75.217121, -75.21292, -75.211389, -75.210103, -75.211401, -75.212687, -75.214999, -75.215615, -75.217136, -75.219138, -75.219002, -75.222369, -75.223315, 39.947925, 39.948161, 39.948368, 39.94861, 39.949065, 39.947796, 39.946697, 39.945802, 39.944885, 39.943265, 39.943402, 39.94374, 39.944186, 39.944283, 39.947135, 39.947925)))"
42101013900,139,2585,2202,722,411,33,35.3,1334,1058,545,7,1221,41042,1221,845,256700,1491,193,1221,270,899,322,630,270,55,0,8,126,43,0,0,322,31,0,0,31,175,0,68,107,49,43,0,6,7,7,0,0,60,40,20,0,0,322,0,88,119,37,0,64,14,0,0,0.21278502889339007,12148.411067468196,"list(list(c(-75.177852, -75.173785, -75.173414, -75.173126, -75.174393, -75.172799, -75.171213, -75.170287, -75.16616, -75.166463, -75.16722, -75.167703, -75.169274, -75.17055, -75.174367, -75.175948, -75.177862, -75.177852, 39.974247, 39.974677, 39.976363, 39.97775, 39.97938, 39.97916, 39.978952, 39.978845, 39.978308, 39.976877, 39.973397, 39.971211, 39.971406, 39.97157, 39.972035, 39.972232, 39.97248, 39.974247)))"
42101016400,164,4019,4019,1962,52,601,35.8,1171,290,2694,135,1698,20915,1698,624,110000,1960,180,1698,262,1214,484,935,262,0,13,14,0,0,20,25,484,93,0,14,79,133,0,0,133,58,44,14,0,47,47,0,0,128,128,0,0,25,484,18,0,113,75,126,11,55,0,86,0.18684045019072537,21510.331386471367,"list(list(c(-75.147887, -75.146089, -75.142999, -75.142173, -75.140198, -75.138352, -75.139021, -75.139669, -75.14152, -75.1435, -75.145126, -75.147542, -75.148305, -75.147887, 39.993078, 39.992848, 39.992449, 39.992343, 39.992086, 39.991851, 39.988764, 39.985802, 39.986016, 39.986275, 39.986485, 39.989863, 39.990968, 39.993078)))"
42101003901,39.01,5813,5775,827,1348,1357,36.4,471,3887,531,938,2959,61984,2959,2292,281000,3262,795,2959,303,1648,1311,1219,303,73,0,85,104,129,50,14,1311,159,0,16,143,17,0,17,0,71,59,0,12,294,90,28,176,756,626,117,13,14,1311,0,194,294,174,155,85,226,158,25,0.1617763204710985,35932.329175693536,"list(list(c(-75.176906, -75.176638, -75.176361, -75.176295, -75.176088, -75.175741, -75.175562, -75.173426, -75.172416, -75.171397, -75.169228, -75.169499, -75.169744, -75.170023, -75.170309, -75.170581, -75.173748, -75.174033, -75.175614, -75.177082, -75.176906, 39.921464, 39.922707, 39.92396, 39.92425, 39.925198, 39.92685, 39.927642, 39.927363, 39.927232, 39.927104, 39.926806, 39.925531, 39.924409, 39.923138, 39.921885, 39.920653, 39.92106, 39.919809, 39.920013, 39.920207, 39.921464)))"
42101035702,357.02,4781,4781,984,1026,2718,39.9,45,3609,43,629,1854,63115,1854,541,276000,1993,289,1854,139,1164,690,1335,139,96,0,14,78,54,9,9,690,60,0,0,60,111,0,59,52,55,10,7,38,108,47,0,61,347,292,55,0,9,690,0,101,131,85,65,75,161,70,2,0.6078753529229555,7865.099279006239,"list(list(c(-75.044263, -75.043856, -75.037842, -75.036495, -75.02923, -75.029956, -75.028642, -75.02858, -75.029192, -75.033722, -75.033897, -75.036064, -75.03946, -75.048542, -75.044263, 40.115713, 40.115997, 40.120213, 40.12039, 40.11597, 40.114481, 40.114308, 40.111799, 40.111392, 40.106639, 40.105689, 40.106784, 40.107362, 40.112729, 40.115713)))"
42101021300,213,3243,3243,340,770,67,36.7,383,2631,119,72,1617,94675,1617,1515,278200,1734,727,1617,117,716,901,740,117,18,0,27,48,55,0,0,901,39,0,0,39,67,31,0,36,24,0,24,0,129,58,51,20,642,579,51,12,0,901,0,283,141,119,74,112,71,31,70,0.2080305550290399,15589.056134313038,"list(list(c(-75.225849, -75.222011, -75.218759, -75.217925, -75.216638, -75.214493, -75.213692, -75.211308, -75.214188, -75.216632, -75.219114, -75.220448, -75.222391, -75.224657, -75.225849, 40.033506, 40.035206, 40.036654, 40.03616, 40.034833, 40.032838, 40.032135, 40.02997, 40.028699, 40.027602, 40.029931, 40.031211, 40.033052, 40.031899, 40.033506)))"
42101023900,239,1988,1988,200,255,269,32.6,1093,598,54,88,1191,NA,1191,1019,217900,1308,77,1191,117,1061,130,318,117,94,0,0,6,15,10,0,130,6,0,0,6,0,0,0,0,0,0,0,0,72,30,0,42,52,52,0,0,0,130,0,19,16,42,0,0,16,29,8,0.1883422258811725,10555.253824249983,"list(list(c(-75.190987, -75.188797, -75.187922, -75.188396, -75.182925, -75.181235, -75.183058, -75.183731, -75.186194, -75.187776, -75.189063, -75.193127, -75.190987, 40.037353, 40.03948, 40.037547, 40.037255, 40.034066, 40.033097, 40.03129, 40.030637, 40.029468, 40.030771, 40.031905, 40.035381, 40.037353)))"
42101027200,272,4782,4782,972,582,861,35.5,3634,208,962,104,1907,61146,1907,1432,171300,2126,1041,1907,219,594,1313,1190,219,109,26,234,143,47,0,1,1313,121,0,0,121,98,30,14,54,146,25,58,63,404,99,277,28,534,526,0,8,10,1313,22,141,111,189,183,145,473,32,17,0.2617567695713809,18268.868491272973,"list(list(c(-75.122776, -75.122147, -75.118652, -75.118553, -75.117104, -75.112363, -75.110985, -75.111963, -75.112319, -75.113544, -75.113833, -75.119454, -75.121432, -75.123566, -75.122776, 40.049613, 40.053177, 40.051186, 40.051132, 40.050304, 40.047563, 40.046769, 40.04364, 40.043276, 40.042711, 40.043483, 40.04448, 40.044731, 40.044993, 40.049613)))"
42101028400,284,3633,3597,1729,71,354,35.7,2714,340,347,483,1324,24872,1324,1059,89500,1431,221,1324,107,619,705,881,107,30,0,27,32,80,42,0,705,251,0,20,231,138,27,72,39,53,41,12,0,177,162,15,0,86,55,31,0,0,705,0,13,17,36,151,176,191,121,0,0.19457786950250885,18671.188091887074,"list(list(c(-75.141328, -75.140979, -75.140638, -75.140303, -75.13998, -75.139304, -75.136757, -75.135802, -75.13506, -75.135334, -75.135096, -75.135724, -75.135657, -75.135818, -75.13674, -75.138463, -75.140105, -75.141589, -75.141328, 40.022091, 40.023667, 40.025262, 40.026745, 40.028245, 40.031288, 40.030964, 40.029254, 40.02915, 40.027632, 40.026079, 40.023602, 40.023275, 40.020645, 40.019958, 40.020171, 40.02039, 40.020811, 40.022091)))"
42101030700,307,4387,4387,787,736,942,34.1,1997,1235,994,111,1961,56641,1961,1340,210700,2057,505,1961,96,1336,625,1078,96,70,0,11,76,51,0,0,625,51,0,0,51,53,0,18,35,38,23,9,6,150,42,20,88,333,266,67,0,0,625,0,166,100,65,41,112,100,30,11,0.2589825340381766,16939.366263801065,"list(list(c(-75.093644, -75.087425, -75.08699, -75.085729, -75.08478, -75.083525, -75.08498, -75.085676, -75.085847, -75.0868, -75.085989, -75.088344, -75.092131, -75.092807, -75.093504, -75.093644, 40.057429, 40.063599, 40.063321, 40.062589, 40.062044, 40.06127, 40.058893, 40.057208, 40.05441, 40.052744, 40.050878, 40.051235, 40.053178, 40.056329, 40.057241, 40.057429)))"
42101031600,316,6236,6186,1348,142,1488,41.7,954,2587,1341,1607,2146,53167,2146,1301,194300,2219,756,2146,73,656,1490,1616,73,0,0,0,224,95,28,0,1490,283,0,27,256,398,205,19,174,232,102,0,130,232,210,22,0,345,318,27,0,0,1490,11,198,143,271,207,193,237,214,16,0.28423990044341463,21939.213988858817,"list(list(c(-75.064433, -75.063057, -75.061544, -75.058568, -75.055334, -75.053701, -75.050972, -75.053249, -75.054054, -75.055661, -75.056077, -75.056872, -75.059227, -75.062207, -75.062394, -75.062828, -75.063277, -75.064433, 40.036738, 40.03714, 40.038213, 40.036548, 40.034739, 40.033844, 40.032324, 40.0317, 40.03118, 40.029843, 40.029455, 40.028943, 40.027909, 40.027471, 40.027444, 40.02941, 40.031554, 40.036738)))"
42101036302,363.02,4111,4058,410,283,729,32.7,821,2888,630,10,1346,76910,1346,825,223100,1346,605,1346,0,472,874,993,0,0,0,59,73,40,9,38,874,15,7,0,8,91,6,0,85,127,20,8,99,91,26,46,19,505,360,145,0,45,874,0,207,114,275,19,90,84,20,65,0.1990316675111902,20655.00455985913,"list(list(c(-74.981997, -74.9781, -74.977757, -74.976783, -74.976011, -74.976379, -74.976932, -74.980021, -74.986674, -74.981997, 40.102454, 40.099212, 40.098433, 40.095969, 40.093751, 40.091335, 40.09114, 40.093712, 40.099278, 40.102454)))"
42101980701,9807.01,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5907596442639185,0,"list(list(c(-75.174808, -75.170885, -75.166321, -75.16566, -75.163535, -75.165482, -75.160789, -75.149541, -75.149181, -75.13949, -75.1295463738266, -75.1302627058824, -75.13082, -75.13342, -75.1354137988207, -75.141533, -75.144277, -75.15468, -75.170726, -75.174959, -75.174808, 39.899179, 39.898848, 39.899305, 39.899583, 39.910831, 39.911531, 39.910942, 39.908703, 39.908642, 39.907028, 39.9053075046938, 39.9024421764706, 39.900213, 39.896213, 39.8929995683094, 39.895062, 39.895682, 39.897064, 39.897583, 
39.898488, 39.899179)))"
