GEOID,TRACT,total_pop,poverty_pop,poverty_below,bachelors,foreign_born,median_age,pop_black,pop_white,pop_hispanic,pop_asian,total_hh,median_income,limited_english,english_only,median_home_value,housing_units,units_mortgage,occupied_units,vacant_units,renter_hh,owner_hh,family_hh,vacant_status,for_rent,for_sale,mortgage_under20k_over30pct,mortgage_20to35k_over30pct,mortgage_35to50k_over30pct,mortgage_50to75k_over30pct,mortgage_75kplus_over30pct,owner_costs_total,owner_under20k,owner_under20k_under20pct,owner_under20k_20to29pct,owner_under20k_over30pct,owner_20to35k,owner_20to35k_under20pct,owner_20to35k_20to29pct,owner_20to35k_over30pct,owner_35to50k,owner_35to50k_under20pct,owner_35to50k_20to29pct,owner_35to50k_over30pct,owner_50to75k,owner_50to75k_under20pct,owner_50to75k_20to29pct,owner_50to75k_over30pct,owner_75kplus,owner_75kplus_under20pct,owner_75kplus_20to29pct,owner_75kplus_over30pct,owner_zero_neg_income,owner_total,owner_15to24,owner_25to34,owner_35to44,owner_45to54,owner_55to59,owner_60to64,owner_65to74,owner_75to84,owner_85plus,area_sqmi,pop_density,geometry
42101007200,72,4525,4506,1533,385,261,32.2,3684,99,306,104,1799,41226,1799,1510,93200,2053,372,1799,254,974,825,959,254,40,66,71,82,25,51,0,825,147,0,45,102,103,46,0,57,203,97,57,49,68,9,0,59,304,290,14,0,0,825,0,88,186,55,58,101,106,153,78,0.19399110627865232,23325.811614787166,"list(list(c(-75.240052, -75.235822, -75.233604, -75.231289, -75.229449, -75.228342, -75.228686, -75.226805, -75.228184, -75.229553, -75.230928, -75.231676, -75.233632, -75.235033, -75.236424, -75.237132, -75.240266, -75.240052, 39.945917, 39.946835, 39.947351, 39.94782, 39.947779, 39.946167, 39.945913, 39.945083, 39.944134, 39.943168, 39.942194, 39.941671, 39.940292, 39.941474, 39.942646, 39.943237, 39.945866, 39.945917)))"
42101011300,113,3822,3822,1265,383,68,30.8,3678,83,22,0,1382,38858,1382,1373,122800,1587,326,1382,205,463,919,904,205,17,29,27,30,56,32,0,919,161,19,0,142,227,34,118,75,154,85,0,69,106,19,27,60,271,251,20,0,0,919,0,187,136,92,69,67,246,53,69,0.12850445405531746,29742.15974144164,"list(list(c(-75.239335, -75.239042, -75.235689, -75.234068, -75.230171, -75.229855, -75.231783, -75.233691, -75.236087, -75.23857, -75.238891, -75.239124, -75.239467, -75.239335, 39.981447, 39.98195, 39.980803, 39.980402, 39.978794, 39.977069, 39.976852, 39.976642, 39.97638, 39.976101, 39.977818, 39.979069, 39.980914, 39.981447)))"
42101013401,134.01,2974,2956,234,888,134,57,272,2560,67,56,1864,126333,1864,1652,622200,1977,586,1864,113,704,1160,652,113,9,20,23,62,90,23,8,1160,69,0,0,69,41,0,0,41,48,0,0,48,163,10,18,135,819,558,138,123,20,1160,0,46,22,158,53,77,275,294,235,0.06325953049625398,47012.67898559744,"list(list(c(-75.178641, -75.17539, -75.172108, -75.17256, -75.172848, -75.176219, -75.176778, -75.177513, -75.179683, -75.178641, 39.967399, 39.967345, 39.967284, 39.965219, 39.963923, 39.964409, 39.964822, 39.965382, 39.967416, 39.967399)))"
42101021200,212,2967,2935,242,713,270,34.7,274,2436,212,31,1263,101020,1263,1031,276900,1289,599,1263,26,396,867,768,26,26,0,19,7,83,0,0,867,20,0,9,11,37,0,9,28,20,20,0,0,110,35,10,65,680,607,73,0,0,867,0,247,141,55,171,77,67,38,71,0.19785710040922644,14995.67108718047,"list(list(c(-75.218759, -75.213026, -75.210398, -75.208938, -75.208278, -75.207715, -75.211308, -75.213692, -75.214493, -75.216638, -75.217925, -75.218759, 40.036654, 40.039412, 40.03751, 40.035221, 40.033762, 40.031573, 40.02997, 40.032135, 40.032838, 40.034833, 40.03616, 40.036654)))"
42101026900,269,2431,2092,297,442,151,42.4,1753,533,97,61,762,83857,762,619,296300,815,336,762,53,313,449,458,53,14,0,17,44,17,10,0,449,0,0,0,0,23,0,0,23,42,0,0,42,75,23,0,52,309,254,45,10,0,449,0,35,53,96,51,52,113,20,29,0.23678313902103384,10266.778327421574,"list(list(c(-75.136585, -75.137025, -75.13619, -75.135124, -75.130135, -75.129021, -75.12632, -75.127143, -75.130783, -75.137767, -75.136585, 40.058566, 40.058773, 40.059264, 40.060989, 40.057796, 40.057091, 40.055481, 40.051748, 40.052206, 40.053112, 40.058566)))"
42101030200,302,8013,7981,1416,289,1231,34.6,3685,1866,2798,161,2778,51000,2778,1942,139500,2961,1330,2778,183,1070,1708,1695,183,95,0,37,245,102,0,0,1708,267,0,0,267,272,16,93,163,143,41,21,81,160,130,30,0,866,566,193,107,0,1708,0,172,193,807,93,176,162,105,0,0.3440623082239377,23289.386278210484,"list(list(c(-75.086997, -75.08508, -75.084197, -75.080866, -75.079693, -75.07908, -75.077214, -75.075488, -75.073364, -75.073963, -75.075622, -75.07684, -75.078163, -75.080281, -75.081309, -75.084426, -75.085089, -75.090563, -75.086997, 40.029443, 40.031266, 40.031438, 40.029556, 40.028894, 40.028552, 40.027491, 40.027071, 40.025369, 40.025073, 40.024074, 40.023257, 40.022361, 40.021866, 40.02076, 40.022417, 40.022761, 40.025791, 40.029443)))"
42101033900,339,3066,3066,529,451,642,42.6,1090,1483,512,42,1440,55636,1440,1064,266000,1559,556,1440,119,682,758,639,119,0,0,51,49,36,18,0,758,58,0,0,58,61,8,26,27,61,36,25,0,103,35,51,17,424,334,80,10,51,758,0,132,72,179,71,93,138,53,20,0.4407986784416802,6955.556243587165,"list(list(c(-75.090317, -75.085044, -75.08415, -75.083255, -75.07966, -75.080965, -75.077177, -75.079179, -75.082965, -75.085729, -75.08699, -75.087425, -75.096733, -75.090317, 40.075115, 40.072141, 40.071824, 40.071209, 40.069203, 40.067974, 40.065785, 40.065175, 40.063948, 40.062589, 40.063321, 40.063599, 40.068989, 40.075115)))"
42101035500,355,7591,7490,1104,814,2870,39.6,464,5094,406,1759,3028,65553,3028,1558,295300,3165,1113,3028,137,786,2242,1951,137,0,0,51,183,184,36,0,2242,312,0,15,297,165,0,98,67,302,121,9,172,233,182,35,16,1213,873,93,247,17,2242,247,105,314,254,210,284,335,277,216,0.8866150759853222,8561.77636226622,"list(list(c(-75.041488, -75.030725, -75.027032, -75.023927, -75.022086, -75.019726, -75.018233, -75.015528, -75.015367, -75.017383, -75.017575, -75.025229, -75.028952, -75.037498, -75.0384, -75.039509, -75.040877, -75.041488, 40.087338, 40.09553, 40.09834, 40.100702, 40.100212, 40.098346, 40.097105, 40.09486, 40.094734, 40.092651, 40.092754, 40.08482, 40.080968, 40.085459, 40.084472, 40.085702, 40.086966, 40.087338)))"
42101002000,20,2028,2020,160,533,153,34.9,821,704,43,229,1182,103611,1182,900,336100,1328,505,1182,146,469,713,397,146,33,41,21,19,74,5,5,713,66,0,0,66,33,0,0,33,45,33,0,12,71,31,21,19,488,346,124,18,10,713,0,290,193,67,17,9,69,31,37,0.11173742688278601,18149.693048931564,"list(list(c(-75.18824, -75.187445, -75.184956, -75.181494, -75.179839, -75.180621, -75.183916, -75.188885, -75.18824, 39.939878, 39.940364, 39.940084, 39.939687, 39.939478, 39.935816, 39.93624, 39.936887, 39.939878)))"
42101024000,240,4009,3994,755,558,386,40,2150,1274,176,211,2070,61450,2070,1746,312100,2194,547,2070,124,1337,733,823,124,34,0,30,0,15,0,0,733,118,0,55,63,25,8,10,7,11,0,9,2,58,0,0,58,521,271,250,0,0,733,0,0,294,81,0,160,149,39,10,0.2379166022885624,16850.442387949017,"list(list(c(-75.186194, -75.183731, -75.183058, -75.181235, -75.178913, -75.176705, -75.174572, -75.173611, -75.175115, -75.174043, -75.178141, -75.181668, -75.183544, -75.185463, -75.186194, 40.029468, 40.030637, 40.03129, 40.033097, 40.031737, 40.03046, 40.029244, 40.028691, 40.027255, 40.026588, 40.022595, 40.025657, 40.027265, 40.028875, 40.029468)))"
42101001400,14,4001,4001,515,862,200,35.9,922,2590,119,69,2065,89775,2065,1806,664200,2388,814,2065,323,1022,1043,671,323,54,47,50,90,0,0,42,1043,48,0,0,48,33,0,15,18,56,42,0,14,125,0,44,81,739,561,142,36,42,1043,14,171,196,293,36,47,237,48,1,0.12189909334169118,32822.22935641477,"list(list(c(-75.177554, -75.177374, -75.176985, -75.175054, -75.171906, -75.168762, -75.165575, -75.165988, -75.166204, -75.170955, -75.174104, -75.177598, -75.177554, 39.942487, 39.943231, 39.94508, 39.944832, 39.944443, 39.94405, 39.943664, 39.94182, 39.940813, 39.941404, 39.941793, 39.942228, 39.942487)))"
42101008702,87.02,2836,2594,828,631,807,27.6,399,1601,226,536,1688,36071,1688,1053,646100,2016,130,1688,328,1542,146,229,328,76,0,0,0,8,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,121,25,0,0,146,0,0,30,67,11,0,20,16,2,0.10904599334902555,26007.374621484363,"list(list(c(-75.209264, -75.208999, -75.208761, -75.2086, -75.208128, -75.204145, -75.204933, -75.205092, -75.205334, -75.20546, -75.205802, -75.205759, -75.208044, -75.209259, -75.209326, -75.209264, 39.952522, 39.953733, 39.95488, 39.955636, 39.957915, 39.957422, 39.955181, 39.954419, 39.95328, 39.952682, 39.950985, 39.949832, 39.949748, 39.949541, 39.951436, 39.952522)))"
42101013602,136.02,3975,3975,168,1159,487,34.9,261,3053,257,243,1981,116375,1981,1656,440100,2068,794,1981,87,974,1007,864,87,24,48,61,69,72,0,0,1007,50,0,0,50,55,16,10,29,22,8,7,7,175,70,7,98,698,539,109,50,7,1007,6,218,254,142,93,64,162,59,9,0.09512456360720342,41787.31390993723,"list(list(c(-75.186368, -75.185394, -75.182147, -75.180729, -75.178108, -75.177862, -75.175948, -75.174367, -75.174869, -75.17646, -75.178056, -75.178606, -75.181234, -75.184005, -75.185442, -75.186368, 39.973537, 39.973417, 39.973009, 39.972841, 39.972509, 39.97248, 39.972232, 39.972035, 39.96971, 39.96991, 39.970112, 39.97018, 39.970504, 39.970781, 39.971999, 39.973537)))"
42101027600,276,4066,4066,1117,295,267,33.9,3284,67,513,147,1894,44802,1894,1714,143600,2073,630,1894,179,970,924,919,179,55,0,24,134,100,0,0,924,101,0,0,101,169,93,17,59,22,11,0,11,229,85,100,44,370,286,53,31,33,924,27,42,125,314,104,28,148,129,7,0.25231495634915235,16114.779951345756,"list(list(c(-75.144302, -75.144224, -75.143547, -75.142858, -75.139107, -75.137529, -75.13566, -75.134724, -75.134899, -75.135257, -75.139212, -75.144571, -75.144302, 40.04109, 40.041381, 40.044426, 40.047488, 40.047011, 40.046805, 40.046174, 40.046134, 40.040179, 40.03864, 40.039146, 40.039836, 40.04109)))"
42101030000,300,8294,8294,3152,545,800,34.5,4785,1975,2362,21,2729,33205,2729,2341,126200,2986,1025,2729,257,1139,1590,1670,257,30,58,65,153,47,71,51,1590,289,0,24,265,363,97,108,158,132,77,0,55,264,195,69,0,491,368,123,0,51,1590,0,72,335,279,199,319,247,89,50,0.35336434968051195,23471.52452560331,"list(list(c(-75.086382, -75.083508, -75.081309, -75.080281, -75.078163, -75.07684, -75.075622, -75.073963, -75.073364, -75.069087, -75.07338, -75.074354, -75.07505, -75.077257, -75.079046, -75.080857, -75.0817, -75.085519, -75.086382, 40.015257, 40.018365, 40.02076, 40.021866, 40.022361, 40.023257, 40.024074, 40.025073, 40.025369, 40.021904, 40.019654, 40.018804, 40.017159, 40.014973, 40.013007, 40.011903, 40.012736, 40.014787, 40.015257)))"
42101018801,188.01,3794,3777,2953,15,58,21.1,197,822,2893,0,1107,20010,1107,437,78100,1419,219,1107,312,657,450,631,312,29,17,32,112,32,0,0,450,244,0,86,158,89,18,23,48,9,0,9,0,53,49,4,0,55,55,0,0,0,450,0,23,0,87,74,86,94,86,0,0.15890761603878986,23875.50763503917,"list(list(c(-75.111558, -75.110983, -75.109848, -75.106442, -75.104335, -75.104043, -75.102674, -75.108144, -75.109709, -75.111369, -75.113387, -75.111558, 39.997475, 39.997801, 39.998436, 40.000322, 39.997884, 39.997555, 39.996008, 39.993156, 39.992334, 39.994211, 39.996493, 39.997475)))"
42101003702,37.02,3742,3742,610,589,866,34.3,1402,1045,43,946,1279,49493,1279,950,226400,1417,476,1279,138,490,789,760,138,0,0,14,104,55,20,0,789,127,13,0,114,70,24,22,24,164,35,0,129,133,57,0,76,295,270,25,0,0,789,0,125,160,171,144,59,85,15,30,0.09547238247552703,39194.580704626365,"list(list(c(-75.186029, -75.184393, -75.18333, -75.182743, -75.181698, -75.181159, -75.179242, -75.17767, -75.176088, -75.176295, -75.177982, -75.179651, -75.181424, -75.181703, -75.183434, -75.185192, -75.186937, -75.186029, 39.926481, 39.926276, 39.926134, 39.926058, 39.925924, 39.92585, 39.925606, 39.92539, 39.925198, 39.92425, 39.923951, 39.923652, 39.923337, 39.92329, 39.922939, 39.922627, 39.922318, 39.926481)))"
42101006600,66,3396,3373,1120,46,493,33.1,2869,151,45,271,1482,32946,1482,1172,78300,1728,155,1482,246,1024,458,696,246,63,0,20,28,9,0,0,458,141,8,32,101,43,10,8,25,111,6,32,73,73,46,27,0,80,80,0,0,10,458,0,105,67,38,0,41,103,79,25,0.25123003872160965,13517.491846439347,"list(list(c(-75.236986, -75.235478, -75.232305, -75.227252, -75.224592, -75.223302, -75.222696, -75.227309, -75.22869, -75.229818, -75.232438, -75.233121, -75.234328, -75.235594, -75.236986, 39.927821, 39.928877, 39.931115, 39.934661, 39.93241, 39.931315, 39.930808, 39.927571, 39.926602, 39.925811, 39.92397, 39.924558, 39.925573, 39.92664, 39.927821)))"
42101008801,88.01,2231,670,295,287,461,21.6,269,840,446,590,398,36574,398,141,NA,628,0,398,230,398,0,56,230,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07134078243448407,31272.435258876547,"list(list(c(-75.200525, -75.20026, -75.200098, -75.199622, -75.196121, -75.196762, -75.197243, -75.199204, -75.200801, -75.200525, 39.952695, 39.95382, 39.954582, 39.95686, 39.956429, 39.953387, 39.951021, 39.951257, 39.951458, 39.952695)))"
42101013100,131,1871,1858,693,369,248,30.4,1078,627,126,100,874,32083,874,641,357900,966,86,874,92,742,132,370,92,43,0,0,37,0,7,0,132,37,0,0,37,21,0,0,21,0,0,0,0,14,14,0,0,60,23,8,29,0,132,2,6,6,3,38,11,8,58,0,0.12410030911745604,15076.51361471769,"list(list(c(-75.154013, -75.153739, -75.153018, -75.147146, -75.147796, -75.148029, -75.152146, -75.154312, -75.154013, 39.963976, 39.965261, 39.968549, 39.967126, 39.963527, 39.962265, 39.962452, 39.962614, 39.963976)))"
42101020300,203,2564,2508,560,52,143,55.5,2242,88,160,41,1193,41020,1193,1096,81600,1382,99,1193,189,491,702,526,189,39,0,0,0,172,25,0,702,60,0,0,60,72,11,0,61,184,184,0,0,125,125,0,0,261,232,29,0,0,702,0,0,0,37,309,79,99,149,29,0.19681741992623272,13027.302161368585,"list(list(c(-75.153849, -75.151207, -75.149347, -75.147143, -75.147212, -75.147247, -75.147325, -75.147603, -75.148277, -75.148817, -75.151067, -75.151428, -75.152163, -75.152431, -75.153849, 40.015891, 40.017114, 40.017957, 40.01901, 40.014965, 40.011906, 40.010382, 40.008779, 40.005697, 40.002698, 40.010036, 40.010903, 40.01254, 40.01321, 40.015891)))"
42101029400,294,3841,3841,2154,10,121,24.3,1680,854,1669,76,1343,22649,1343,932,81500,1423,303,1343,80,728,615,788,80,21,0,42,109,56,0,46,615,135,26,0,109,153,22,62,69,44,44,0,0,98,35,63,0,96,96,0,0,89,615,0,1,120,135,139,64,21,135,0,0.2523967064905377,15218.10665997735,"list(list(c(-75.091815, -75.088731, -75.087577, -75.085818, -75.085519, -75.0817, -75.080857, -75.080314, -75.079279, -75.078749, -75.078448, -75.083087, -75.087448, -75.090154, -75.091749, -75.092536, -75.091815, 40.006007, 40.010923, 40.012516, 40.014448, 40.014787, 40.012736, 40.011903, 40.011393, 40.010409, 40.009878, 40.008586, 40.007437, 40.006079, 40.004148, 40.0047, 40.005378, 40.006007)))"
42101035602,356.02,3579,3494,110,544,971,46,264,2141,318,1025,1283,105024,1283,826,332400,1283,548,1283,0,179,1104,982,0,0,0,52,61,128,6,0,1104,78,0,0,78,65,6,38,21,35,14,0,21,165,124,8,33,761,590,118,53,0,1104,0,84,124,323,83,155,175,154,6,0.5403519543483232,6623.460822523268,"list(list(c(-75.054321, -75.048542, -75.03946, -75.036064, -75.033897, -75.032998, -75.039857, -75.042613, -75.047115, -75.049676, -75.050974, -75.053057, -75.05401, -75.054321, 40.108692, 40.112729, 40.107362, 40.106784, 40.105689, 40.10511, 40.101835, 40.100504, 40.098377, 40.102037, 40.103122, 40.10618, 40.108143, 40.108692)))"
42101000401,4.01,2675,2627,508,921,968,33.7,420,1542,97,563,1957,86293,1957,1300,587400,2267,460,1957,310,1317,640,407,310,44,0,74,66,33,0,0,640,115,0,0,115,29,0,0,29,0,0,0,0,18,0,0,18,478,234,156,88,0,640,0,79,146,122,11,84,178,20,0,0.08852249467898578,30218.307896772527,"list(list(c(-75.180223, -75.17972, -75.177527, -75.176234, -75.172783, -75.173176, -75.173489, -75.175407, -75.176191, -75.180909, -75.180223, 39.954472, 39.956164, 39.95549, 39.956032, 39.955604, 39.953571, 39.952052, 39.952291, 39.952387, 39.952982, 39.954472)))"
42101003001,30.01,3431,3430,693,986,1125,42.5,559,1119,291,1261,1643,59583,1643,1028,245400,1870,522,1643,227,674,969,713,227,92,0,83,100,122,24,18,969,115,10,27,78,152,43,21,88,83,26,34,23,141,123,8,10,460,352,89,19,18,969,0,159,205,132,58,67,251,16,81,0.08743718650725414,39239.59744193451,"list(list(c(-75.175289, -75.175032, -75.174764, -75.17319, -75.171065, -75.168423, -75.168689, -75.169228, -75.171397, -75.172416, -75.173426, -75.175562, -75.175289, 39.928867, 39.930087, 39.931307, 39.931104, 39.930827, 39.930465, 39.929256, 39.926806, 39.927104, 39.927232, 39.927363, 39.927642, 39.928867)))"
42101008802,88.02,6156,3160,2019,358,1288,21.1,1142,2886,801,1571,1577,21064,1577,761,807500,1984,63,1577,407,1480,97,311,407,93,0,0,63,0,0,0,97,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,97,11,0,0,63,0,0,0,0,23,0.15386209420609143,40009.85448536994,"list(list(c(-75.205802, -75.20546, -75.205334, -75.205092, -75.204933, -75.204145, -75.201953, -75.199622, -75.200098, -75.20026, -75.200525, -75.200801, -75.199204, -75.199519, -75.199545, -75.200967, -75.205167, -75.205656, -75.205759, -75.205802, 39.950985, 39.952682, 39.95328, 39.954419, 39.955181, 39.957422, 39.957149, 39.95686, 39.954582, 39.95382, 39.952695, 39.951458, 39.951257, 39.95022, 39.949211, 39.949862, 39.948522, 39.948053, 39.949832, 39.950985)))"
42101020000,200,1146,985,444,80,175,28.1,622,67,235,163,474,17531,474,353,153800,659,14,474,185,329,145,278,185,55,0,0,14,0,44,12,145,97,0,0,97,22,0,22,0,14,0,0,14,0,0,0,0,0,0,0,0,12,145,0,0,16,0,30,14,12,40,33,0.12185886550489979,9404.321919884613,"list(list(c(-75.153609, -75.152926, -75.152549, -75.151603, -75.151246, -75.151067, -75.148817, -75.148148, -75.147717, -75.15002, -75.153782, -75.153609, 39.998515, 40.001592, 40.003181, 40.007665, 40.009279, 40.010036, 40.002698, 40.000987, 39.999974, 39.999096, 39.997718, 39.998515)))"
42101025600,256,2814,2642,46,472,174,42.9,784,1647,332,84,1170,99944,1170,989,400600,1249,597,1170,79,351,819,756,79,0,27,57,89,41,0,0,819,50,0,0,50,6,6,0,0,69,10,9,50,63,10,16,37,631,500,110,21,0,819,0,37,159,157,98,32,211,103,22,0.33832671465934105,8317.404089220085,"list(list(c(-75.196385, -75.193222, -75.190626, -75.189203, -75.188461, -75.188052, -75.181751, -75.18437, -75.185757, -75.188629, -75.191054, -75.191876, -75.192891, -75.195726, -75.196385, 40.066623, 40.06909, 40.071989, 40.073174, 40.07275, 40.072503, 40.068902, 40.066442, 40.065121, 40.062443, 40.060176, 40.061257, 40.062662, 40.065177, 40.066623)))"
42101033101,331.01,5402,5402,1278,301,918,33.1,1389,2749,945,397,1714,70882,1714,1166,218400,1857,903,1714,143,475,1239,1211,143,63,0,81,144,60,16,0,1239,49,0,0,49,231,74,13,144,89,21,37,31,144,77,43,24,726,609,117,0,0,1239,22,99,383,238,115,95,174,85,28,0.18793050855701346,28744.66759802955,"list(list(c(-75.043322, -75.040003, -75.034393, -75.033482, -75.031919, -75.03134, -75.033427, -75.036276, -75.037138, -75.039289, -75.04086, -75.045919, -75.043322, 40.040305, 40.041793, 40.044379, 40.043203, 40.041201, 40.040236, 40.039473, 40.038441, 40.038121, 40.03734, 40.036757, 40.039643, 40.040305)))"
42101980902,9809.02,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06881729980194719,0,"list(list(c(-75.206322, -75.206072, -75.205643, -75.205468, -75.20114, -75.199344, -75.203047, -75.204223, -75.207433, -75.206322, 39.934759, 39.935371, 39.936882, 39.938355, 39.937468, 39.938366, 39.93496, 39.932852, 39.933513, 39.934759)))"
42101010300,103,2632,2632,1057,77,104,33.8,2576,46,20,0,1017,33420,1017,1006,120000,1362,170,1017,345,543,474,618,345,104,0,22,52,34,0,0,474,73,0,0,73,179,11,106,62,88,15,32,41,38,38,0,0,96,55,41,0,0,474,0,53,29,47,147,29,139,30,0,0.10793950515941411,24384.02877716404,"list(list(c(-75.228735, -75.225834, -75.225372, -75.223118, -75.222501, -75.222444, -75.222431, -75.221952, -75.223531, -75.224105, -75.22623, -75.22786, -75.228149, -75.228248, -75.228735, 39.971107, 39.971364, 39.969517, 39.969747, 39.966878, 39.966531, 39.966487, 39.96425, 39.964601, 39.964739, 39.965571, 39.966191, 39.967843, 39.968409, 39.971107)))"
42101004104,41.04,3697,3697,938,625,1605,40.3,24,1679,931,1415,1372,66648,1372,578,188200,1395,312,1372,23,652,720,895,23,0,0,24,87,63,35,0,720,161,79,0,82,117,24,26,67,26,26,0,0,142,36,105,1,274,233,41,0,0,720,15,41,85,95,84,93,136,73,98,0.07758870967282423,47648.68517068392,"list(list(c(-75.163956, -75.161362, -75.160826, -75.159276, -75.156139, -75.156708, -75.159844, -75.161956, -75.16453, -75.163956, 39.918518, 39.918177, 39.918116, 39.917914, 39.917515, 39.914869, 39.915286, 39.915546, 39.915875, 39.918518)))"
42101037600,376,3304,3226,680,966,525,36.2,584,1748,282,721,1750,101268,1750,1203,384500,1886,433,1750,136,1252,498,470,136,21,0,62,35,11,0,0,498,8,0,0,8,11,0,0,11,0,0,0,0,31,23,8,0,448,279,122,47,0,498,0,39,227,40,8,72,97,9,6,0.2687169032430697,12295.467684112691,"list(list(c(-75.161959, -75.161645, -75.161384, -75.161188, -75.154312, -75.152146, -75.148029, -75.148181, -75.148877, -75.150881, -75.152893, -75.153846, -75.155538, -75.157898, -75.162339, -75.161959, 39.959571, 39.961021, 39.962474, 39.963422, 39.962614, 39.962452, 39.962265, 39.961418, 39.957664, 39.957421, 39.956884, 39.956784, 39.956923, 39.957247, 39.957825, 39.959571)))"
42101001101,11.01,4598,4189,936,1246,445,29.4,669,2890,335,371,2525,58557,2525,1817,452600,2589,402,2525,64,1950,575,765,64,0,0,49,9,22,13,12,575,0,0,0,0,0,0,0,0,0,0,0,0,36,13,23,0,527,391,71,65,12,575,0,169,126,125,24,51,30,50,0,0.06702530755496916,68600.95339702937,"list(list(c(-75.165341, -75.164845, -75.16471, -75.163648, -75.162627, -75.161843, -75.160267, -75.159481, -75.159984, -75.160205, -75.165575, -75.165341, 39.944664, 39.946999, 39.946971, 39.946836, 39.946713, 39.94662, 39.946422, 39.946325, 39.944009, 39.942997, 39.943664, 39.944664)))"
42101036502,365.02,4284,4284,211,882,560,42.9,26,3749,321,99,1748,93879,1748,1259,318300,1799,901,1748,51,430,1318,980,51,17,0,33,68,112,0,0,1318,70,0,0,70,68,9,21,38,49,28,10,11,186,112,0,74,945,715,205,25,0,1318,0,106,111,357,172,189,195,107,81,0.6802920400915111,6297.295495951603,"list(list(c(-75.010453, -75.00527, -75.005095, -75.003255, -74.997885, -74.994187, -74.993595, -74.992288, -74.993687, -74.989014, -74.987193, -74.987943, -74.993533, -74.997052, -75.005391, -75.006991, -75.008712, -75.010453, 40.120681, 40.12605, 40.128198, 40.131012, 40.127816, 40.131516, 40.132266, 40.130682, 40.126584, 40.12607, 40.123286, 40.123291, 40.11868, 40.121168, 40.114802, 40.118599, 40.119612, 40.120681)))"
42101007900,79,3952,3952,525,912,487,36,732,2370,218,340,2056,79800,2056,1668,499600,2297,769,2056,241,1169,887,807,241,148,38,32,142,18,0,0,887,0,0,0,0,15,0,15,0,101,0,0,101,57,16,0,41,714,627,53,34,0,887,73,14,245,227,168,36,91,18,15,0.14582758815592042,27100.49620908822,"list(list(c(-75.222914, -75.22275, -75.222589, -75.222279, -75.218347, -75.21635, -75.214373, -75.212393, -75.212716, -75.21292, -75.217121, -75.219234, -75.221237, -75.223315, -75.222914, 39.949975, 39.950754, 39.951519, 39.95304, 39.952553, 39.952302, 39.952053, 39.951811, 39.950292, 39.949065, 39.94861, 39.948368, 39.948161, 39.947925, 39.949975)))"
42101012000,120,1917,1400,192,256,203,30.4,888,615,137,181,631,65331,631,478,421700,744,173,631,113,370,261,295,113,0,0,31,25,33,0,0,261,11,0,0,11,15,0,0,15,39,0,19,20,20,12,0,8,169,146,23,0,7,261,7,0,18,53,67,12,52,26,26,0.2288762499140655,8375.705215022363,"list(list(c(-75.235298, -75.227462, -75.225794, -75.225662, -75.233672, -75.233713, -75.234027, -75.234136, -75.235298, 39.99707, 40.000746, 39.996924, 39.991469, 39.991882, 39.992176, 39.994736, 39.995598, 39.99707)))"
42101021700,217,5781,5767,549,1326,285,40,529,4842,287,23,2607,86989,2607,2400,311100,2755,1384,2607,148,513,2094,1559,148,0,0,122,107,199,0,23,2094,134,0,0,134,175,0,100,75,112,1,78,33,377,246,71,60,1273,920,202,151,23,2094,0,371,322,315,174,122,335,338,117,0.598035643231078,9666.64790875391,"list(list(c(-75.235419, -75.230049, -75.227161, -75.218706, -75.218293, -75.217827, -75.217846, -75.216923, -75.214111, -75.213026, -75.218759, -75.222052, -75.222808, -75.225234, -75.226267, -75.227444, -75.22853, -75.23204, -75.235419, 40.048775, 40.051219, 40.052534, 40.04851, 40.048118, 40.0471, 40.044343, 40.042249, 40.040124, 40.039412, 40.036654, 40.037775, 40.038112, 40.041319, 40.042401, 40.043197, 40.04386, 40.045328, 40.048775)))"
42101031402,314.02,6039,6015,1641,322,3012,31.6,758,1486,1794,1777,1797,53633,1797,606,172800,1859,461,1797,62,828,969,1302,62,23,9,15,61,104,19,0,969,192,0,37,155,58,9,12,37,94,56,5,33,224,126,50,48,376,351,25,0,25,969,31,212,82,213,98,78,167,70,18,0.20146044284166972,29976.10803797411,"list(list(c(-75.063143, -75.061926, -75.06446, -75.061374, -75.059937, -75.057048, -75.054646, -75.056444, -75.059017, -75.061544, -75.06558, -75.063143, 40.042901, 40.04411, 40.045522, 40.048585, 40.047751, 40.04603, 40.044645, 40.042988, 40.040592, 40.038213, 40.040442, 40.042901)))"
