GEOID,geometry
42101980901,"list(list(c(-75.256412, -75.254897, -75.246231, -75.241825, -75.243752, -75.238643, -75.240331, -75.240147, -75.238197, -75.235285, -75.23185, -75.230507, -75.229266, -75.225226, -75.223236, -75.221873, -75.21964, -75.216768, -75.212428, -75.21079, -75.208526, -75.203396, -75.2017, -75.20209, -75.206841, -75.212149, -75.213906, -75.21454, -75.216123, -75.214927, -75.211762, -75.208124, -75.19726, -75.195514, -75.1952172947686, -75.199857, -75.1999409685009, -75.204087, -75.2115159311427, -75.216039, 
-75.215787, -75.211863, -75.212248, -75.213969, -75.221455, -75.223317, -75.228554, -75.229542, -75.233426, -75.234591, -75.237057, -75.239244, -75.242047, -75.243728, -75.245272, -75.247108, -75.253515, -75.261245, -75.256412, 39.878806, 39.880006, 39.889505, 39.892006, 39.893025, 39.898691, 39.904113, 39.904151, 39.904708, 39.906555, 39.910208, 39.911203, 39.909028, 39.914719, 39.917589, 39.919551, 39.922769, 39.926956, 39.92523, 39.922095, 39.921033, 39.921007, 39.919834, 39.918555, 39.911186, 
39.911151, 39.911072, 39.910661, 39.909637, 39.901616, 39.897747, 39.895675, 39.892618, 39.89184, 39.8773439451932, 39.873222, 39.8731819412683, 39.871204, 39.8670515524317, 39.871115, 39.875052, 39.880809, 39.883027, 39.883692, 39.882356, 39.883766, 39.881073, 39.881863, 39.889178, 39.889852, 39.890008, 39.889103, 39.88596, 39.881623, 39.879501, 39.878228, 39.876015, 39.876484, 39.878806)))"
42101980003,"list(list(c(-75.186574, -75.18449, -75.186286, -75.186675, -75.186668, -75.186742, -75.18521, -75.183323, -75.179937, -75.179126, -75.179327, -75.17972, -75.180223, -75.187064, -75.186574, 39.956251, 39.956914, 39.957641, 39.960685, 39.963081, 39.963445, 39.963757, 39.964374, 39.960028, 39.958004, 39.95738, 39.956164, 39.954472, 39.955295, 39.956251)))"
42101980905,"list(list(c(-75.211762, -75.193987, -75.193465, -75.193652, -75.196687, -75.195421, -75.196239, -75.195514, -75.19726, -75.208124, -75.211762, 39.897747, 39.905633, 39.903433, 39.902387, 39.900857, 39.89903, 39.893365, 39.89184, 39.892618, 39.895675, 39.897747)))"
42101030502,"list(list(c(-75.111153, -75.109431, -75.109406, -75.10789, -75.10323, -75.101335, -75.100394, -75.099559, -75.098017, -75.101105, -75.100374, -75.103955, -75.104633, -75.106729, -75.10827, -75.109931, -75.111153, 40.042187, 40.045874, 40.04584, 40.048195, 40.051355, 40.049539, 40.048691, 40.047973, 40.047096, 40.045038, 40.044605, 40.040822, 40.040073, 40.04132, 40.042213, 40.043198, 40.042187)))"
42101030600,"list(list(c(-75.102413, -75.100935, -75.100896, -75.095078, -75.093504, -75.092807, -75.092131, -75.088344, -75.085989, -75.086165, -75.086975, -75.088312, -75.091098, -75.091859, -75.094175, -75.098017, -75.099559, -75.100394, -75.101335, -75.10323, -75.102413, 40.051792, 40.052699, 40.052723, 40.056091, 40.057241, 40.056329, 40.053178, 40.051235, 40.050878, 40.050024, 40.048567, 40.045514, 40.04706, 40.047485, 40.045026, 40.047096, 40.047973, 40.048691, 40.049539, 40.051355, 40.051792)))"
42101031000,"list(list(c(-75.079878, -75.079334, -75.075032, -75.073256, -75.069721, -75.068503, -75.066045, -75.069073, -75.070302, -75.072645, -75.073836, -75.077403, -75.079188, -75.082888, -75.079878, 40.051217, 40.051809, 40.056359, 40.05533, 40.053284, 40.05259, 40.051181, 40.048109, 40.046822, 40.044394, 40.043174, 40.045139, 40.046133, 40.048197, 40.051217)))"
42101031401,"list(list(c(-75.072645, -75.070302, -75.069073, -75.066045, -75.061374, -75.06446, -75.061926, -75.063143, -75.06558, -75.067663, -75.068864, -75.070634, -75.072645, 40.044394, 40.046822, 40.048109, 40.051181, 40.048585, 40.045522, 40.04411, 40.042901, 40.040442, 40.041634, 40.042292, 40.043272, 40.044394)))"
42101031502,"list(list(c(-75.059017, -75.056444, -75.054646, -75.054287, -75.052228, -75.049027, -75.05122, -75.0518, -75.053022, -75.053584, -75.051973, -75.053701, -75.055334, -75.058568, -75.061544, -75.059017, 40.040592, 40.042988, 40.044645, 40.044448, 40.043271, 40.041412, 40.039091, 40.038476, 40.037183, 40.036574, 40.035672, 40.033844, 40.034739, 40.036548, 40.038213, 40.040592)))"
42101031900,"list(list(c(-75.073364, -75.067957, -75.065403, -75.065108, -75.062394, -75.062238, -75.059761, -75.057513, -75.06113, -75.065113, -75.066116, -75.06701, -75.068516, -75.069087, -75.073364, 40.025369, 40.026583, 40.027033, 40.027073, 40.027444, 40.026995, 40.024161, 40.021597, 40.019725, 40.017511, 40.018648, 40.01967, 40.021385, 40.021904, 40.025369)))"
42101032000,"list(list(c(-75.062394, -75.062207, -75.059227, -75.056872, -75.056077, -75.055661, -75.054054, -75.053249, -75.050972, -75.047453, -75.051104, -75.054495, -75.053604, -75.055564, -75.057513, -75.059761, -75.062238, -75.062394, 40.027444, 40.027471, 40.027909, 40.028943, 40.029455, 40.029843, 40.03118, 40.0317, 40.032324, 40.028294, 40.026407, 40.024648, 40.023615, 40.022606, 40.021597, 40.024161, 40.026995, 40.027444)))"
42101032600,"list(list(c(-75.044671, -75.044053, -75.04086, -75.04034, -75.037753, -75.036906, -75.03517, -75.032752, -75.039452, -75.038625, -75.041037, -75.042858, -75.043757, -75.04677, -75.044671, 40.034771, 40.035096, 40.036757, 40.036458, 40.033308, 40.032252, 40.030116, 40.02705, 40.022917, 40.024239, 40.027091, 40.029185, 40.030204, 40.033683, 40.034771)))"
42101033102,"list(list(c(-75.033824, -75.031606, -75.03163, -75.029671, -75.026037, -75.023007, -75.021343, -75.020489, -75.021752, -75.02562, -75.028257, -75.03134, -75.031919, -75.033482, -75.034393, -75.033824, 40.04466, 40.045753, 40.047852, 40.048629, 40.048163, 40.049197, 40.048294, 40.04639, 40.043668, 40.042322, 40.041363, 40.040236, 40.041201, 40.043203, 40.044379, 40.04466)))"
42101033600,"list(list(c(-75.064491, -75.06304, -75.061118, -75.059221, -75.057477, -75.055477, -75.051677, -75.052408, -75.053574, -75.057125, -75.060891, -75.062485, -75.068074, -75.064491, 40.064588, 40.066143, 40.068122, 40.067297, 40.066268, 40.065149, 40.063082, 40.059739, 40.058477, 40.054722, 40.056823, 40.057721, 40.060824, 40.064588)))"
42101033702,"list(list(c(-75.068862, -75.065724, -75.058503, -75.05821, -75.055857, -75.049347, -75.048258, -75.045793, -75.047467, -75.051719, -75.050462, -75.051875, -75.052315, -75.055477, -75.057477, -75.059221, -75.061118, -75.06304, -75.067838, -75.070412, -75.068862, 40.071845, 40.070193, 40.074804, 40.074605, 40.073249, 40.077036, 40.077034, 40.075329, 40.076419, 40.072241, 40.071509, 40.069988, 40.068484, 40.065149, 40.066268, 40.067297, 40.068122, 40.066143, 40.068959, 40.07022, 40.071845)))"
42101036301,"list(list(c(-74.976379, -74.976011, -74.976783, -74.97577, -74.972898, -74.971016, -74.970828, -74.969152, -74.96163, -74.961049, -74.958749, -74.958623, -74.955777, -74.956447, -74.957747, -74.958392, -74.958284, -74.958841, -74.963604, -74.964842, -74.966078, -74.966814, -74.970568, -74.971611, -74.976932, -74.976379, 40.091335, 40.093751, 40.095969, 40.096412, 40.096859, 40.096392, 40.096674, 40.097214, 40.097804, 40.097431, 40.096929, 40.096872, 40.095103, 40.092757, 40.089844, 40.084508, 40.084145, 
40.082503, 40.077105, 40.077148, 40.081031, 40.082209, 40.086384, 40.087236, 40.09114, 40.091335)))"
42101036202,"list(list(c(-74.984631, -74.982487, -74.981807, -74.981546, -74.980404, -74.980158, -74.980601, -74.982159, -74.98418, -74.982114, -74.980021, -74.976932, -74.971611, -74.97582, -74.976298, -74.97725, -74.977684, -74.981173, -74.982876, -74.984631, 40.074335, 40.077246, 40.082355, 40.083583, 40.085545, 40.086256, 40.087914, 40.088266, 40.089906, 40.091942, 40.093712, 40.09114, 40.087236, 40.081889, 40.081454, 40.080506, 40.079834, 40.071985, 40.073261, 40.074335)))"
42101003800,"list(list(c(-75.190298, -75.18943, -75.189653, -75.186937, -75.185192, -75.183434, -75.181703, -75.181424, -75.179651, -75.177982, -75.176295, -75.176361, -75.176638, -75.176906, -75.177082, -75.177438, -75.177732, -75.17763, -75.177806, -75.181884, -75.18901, -75.19022, -75.190298, 39.91644, 39.920822, 39.921807, 39.922318, 39.922627, 39.922939, 39.92329, 39.923337, 39.923652, 39.923951, 39.92425, 39.92396, 39.922707, 39.921464, 39.920207, 39.91897, 39.917575, 39.914983, 39.91309, 39.913517, 39.914556, 
39.915884, 39.91644)))"
42101002300,"list(list(c(-75.167303, -75.167083, -75.161678, -75.160199, -75.158669, -75.157351, -75.159517, -75.16764, -75.167303, 39.935695, 39.936742, 39.935849, 39.9356, 39.935226, 39.934897, 39.9331, 39.93415, 39.935695)))"
42101002801,"list(list(c(-75.158393, -75.157578, -75.154454, -75.155274, -75.156095, -75.159204, -75.158393, 39.929177, 39.932837, 39.93242, 39.928763, 39.925103, 39.925511, 39.929177)))"
42101002900,"list(list(c(-75.169228, -75.168689, -75.168423, -75.16815, -75.16764, -75.159517, -75.163504, -75.16735, -75.169499, -75.169228, 39.926806, 39.929256, 39.930465, 39.931701, 39.93415, 39.9331, 39.92983, 39.926579, 39.925531, 39.926806)))"
42101003300,"list(list(c(-75.205185, -75.204577, -75.203156, -75.20037, -75.196871, -75.195234, -75.193872, -75.188712, -75.18824, -75.188885, -75.189148, -75.190222, -75.191783, -75.192322, -75.193353, -75.192826, -75.194408, -75.197537, -75.199503, -75.198817, -75.197924, -75.199344, -75.20114, -75.205468, -75.205185, 39.941116, 39.942549, 39.943591, 39.943991, 39.94273, 39.942217, 39.9421, 39.939567, 39.939878, 39.936887, 39.935671, 39.930779, 39.930982, 39.931054, 39.931185, 39.933628, 39.933822, 39.934232, 
39.934508, 39.937009, 39.938063, 39.938366, 39.937468, 39.938355, 39.941116)))"
42101003701,"list(list(c(-75.18524, -75.183601, -75.181944, -75.180367, -75.178445, -75.175289, -75.175562, -75.175741, -75.176088, -75.17767, -75.179242, -75.181159, -75.181698, -75.182743, -75.18333, -75.184393, -75.186029, -75.18524, 39.930146, 39.929928, 39.929729, 39.929521, 39.929271, 39.928867, 39.927642, 39.92685, 39.925198, 39.92539, 39.925606, 39.92585, 39.925924, 39.926058, 39.926134, 39.926276, 39.926481, 39.930146)))"
42101036201,"list(list(c(-74.990155, -74.987065, -74.98418, -74.982159, -74.980601, -74.980158, -74.980404, -74.981546, -74.981807, -74.982487, -74.984631, -74.984901, -74.986886, -74.987568, -74.990003, -74.994348, -74.990155, 40.084052, 40.086049, 40.089906, 40.088266, 40.087914, 40.086256, 40.085545, 40.083583, 40.082355, 40.077246, 40.074335, 40.07448, 40.075332, 40.075825, 40.077975, 40.081681, 40.084052)))"
42101035301,"list(list(c(-74.99873, -74.996409, -74.993531, -74.987857, -74.987148, -74.984901, -74.984631, -74.982876, -74.981173, -74.982413, -74.982355, -74.984171, -74.985576, -74.990432, -74.991709, -74.995269, -74.995336, -74.998385, -74.99873, 40.065828, 40.06659, 40.071863, 40.072829, 40.072702, 40.07448, 40.074335, 40.073261, 40.071985, 40.065736, 40.064672, 40.064075, 40.063345, 40.060396, 40.061095, 40.062344, 40.062382, 40.064117, 40.065828)))"
42101004201,"list(list(c(-75.155328, -75.155056, -75.154526, -75.152938, -75.149405, -75.147842, -75.148035, -75.148223, -75.148079, -75.150461, -75.155597, -75.155328, 39.921262, 39.922495, 39.924895, 39.924679, 39.924207, 39.924015, 39.921581, 39.920148, 39.919035, 39.919345, 39.920013, 39.921262)))"
42101035701,"list(list(c(-75.033722, -75.029192, -75.02858, -75.028642, -75.029956, -75.02923, -75.028062, -75.027231, -75.023041, -75.024306, -75.025585, -75.026305, -75.028883, -75.030235, -75.032998, -75.033897, -75.033722, 40.106639, 40.111392, 40.111799, 40.114308, 40.114481, 40.11597, 40.1157, 40.115422, 40.112998, 40.111181, 40.109312, 40.108324, 40.102543, 40.103387, 40.10511, 40.105689, 40.106639)))"
42101006100,"list(list(c(-75.23463, -75.232692, -75.231092, -75.230094, -75.22943, -75.227538, -75.225839, -75.22421, -75.223236, -75.225226, -75.229266, -75.230507, -75.231662, -75.23374, -75.23463, 39.914848, 39.916219, 39.917343, 39.918046, 39.918507, 39.91984, 39.918503, 39.917832, 39.917589, 39.914719, 39.909028, 39.911203, 39.912252, 39.914073, 39.914848)))"
42101006500,"list(list(c(-75.246634, -75.241771, -75.240266, -75.237132, -75.236424, -75.235033, -75.233632, -75.23242, -75.231766, -75.229726, -75.227252, -75.232305, -75.235478, -75.242903, -75.243643, -75.243369, -75.241909, -75.237617, -75.236833, -75.23492, -75.234868, -75.236878, -75.23957, -75.240626, -75.239903, -75.240367, -75.247028, -75.246634, 39.943541, 39.945297, 39.945866, 39.943237, 39.942646, 39.941474, 39.940292, 39.938995, 39.93846, 39.936743, 39.934661, 39.931115, 39.928877, 39.930708, 39.930897, 
39.931908, 39.933544, 39.932526, 39.933768, 39.936333, 39.937456, 39.938432, 39.938039, 39.939191, 39.940035, 39.942171, 39.943414, 39.943541)))"
42101006700,"list(list(c(-75.232438, -75.229818, -75.22869, -75.227309, -75.222696, -75.220588, -75.219485, -75.216768, -75.21964, -75.221873, -75.223236, -75.22421, -75.225839, -75.227538, -75.228931, -75.230327, -75.232438, 39.92397, 39.925811, 39.926602, 39.927571, 39.930808, 39.929047, 39.928116, 39.926956, 39.922769, 39.919551, 39.917589, 39.917832, 39.918503, 39.91984, 39.921025, 39.922201, 39.92397)))"
42101007102,"list(list(c(-75.233632, -75.231676, -75.230928, -75.229553, -75.228184, -75.226805, -75.22498, -75.224129, -75.222753, -75.224113, -75.22548, -75.226854, -75.227831, -75.228358, -75.229726, -75.231766, -75.23242, -75.233632, 39.940292, 39.941671, 39.942194, 39.943168, 39.944134, 39.945083, 39.943534, 39.942836, 39.941654, 39.940691, 39.939725, 39.938767, 39.938077, 39.9377, 39.936743, 39.93846, 39.938995, 39.940292)))"
42101007400,"list(list(c(-75.221545, -75.220175, -75.217136, -75.215615, -75.214999, -75.212687, -75.211401, -75.207649, -75.208799, -75.207838, -75.21065, -75.211941, -75.214301, -75.215682, -75.217614, -75.218874, -75.220278, -75.221545, 39.940652, 39.941602, 39.94374, 39.943402, 39.943265, 39.944885, 39.945802, 39.942475, 39.941644, 39.941286, 39.939199, 39.938299, 39.936654, 39.935691, 39.93733, 39.938393, 39.939572, 39.940652)))"
42101008102,"list(list(c(-75.238796, -75.238476, -75.238166, -75.234212, -75.232153, -75.229999, -75.230323, -75.230635, -75.230793, -75.230959, -75.235165, -75.239118, -75.238796, 39.951942, 39.953485, 39.955011, 39.954521, 39.954262, 39.953996, 39.952475, 39.950922, 39.950172, 39.949438, 39.949953, 39.950446, 39.951942)))"
42101008200,"list(list(c(-75.251577, -75.250816, -75.244719, -75.242754, -75.238796, -75.239118, -75.239232, -75.239641, -75.240052, -75.240266, -75.241771, -75.246634, -75.247028, -75.247208, -75.250118, -75.251609, -75.251577, 39.952127, 39.953475, 39.952676, 39.952432, 39.951942, 39.950446, 39.949923, 39.947932, 39.945917, 39.945866, 39.945297, 39.943541, 39.943414, 39.943904, 39.94697, 39.951466, 39.952127)))"
42101008400,"list(list(c(-75.239909, -75.239658, -75.238785, -75.236808, -75.234869, -75.232857, -75.230801, -75.231277, -75.231557, -75.231937, -75.232153, -75.234212, -75.238166, -75.240137, -75.239909, 39.956313, 39.957534, 39.961715, 39.961471, 39.961231, 39.960976, 39.960722, 39.958448, 39.957102, 39.955319, 39.954262, 39.954521, 39.955011, 39.955252, 39.956313)))"
42101008602,"list(list(c(-75.221397, -75.22092, -75.219175, -75.218954, -75.217002, -75.214018, -75.211039, -75.211677, -75.214643, -75.215872, -75.219823, -75.221798, -75.221397, 39.957227, 39.959505, 39.959288, 39.95926, 39.959015, 39.958643, 39.958276, 39.95524, 39.955607, 39.954586, 39.955076, 39.955319, 39.957227)))"
42101009300,"list(list(c(-75.227679, -75.22786, -75.22623, -75.224105, -75.223531, -75.221952, -75.220044, -75.219693, -75.219439, -75.219175, -75.22092, -75.224868, -75.227443, -75.228645, -75.227679, 39.965072, 39.966191, 39.965571, 39.964739, 39.964601, 39.96425, 39.963819, 39.962523, 39.960941, 39.959288, 39.959505, 39.960005, 39.960311, 39.960463, 39.965072)))"
42101009802,"list(list(c(-75.273552, -75.271309, -75.267588, -75.265558, -75.264257, -75.263054, -75.261996, -75.259797, -75.2619, -75.26562, -75.269314, -75.271639, -75.275871, -75.273552, 39.978279, 39.979275, 39.974662, 39.975641, 39.974419, 39.975749, 39.977598, 39.974672, 39.972584, 39.969941, 39.97301, 39.972082, 39.977245, 39.978279)))"
42101010100,"list(list(c(-75.246935, -75.247494, -75.24554, -75.24358, -75.241013, -75.23857, -75.237983, -75.237455, -75.239132, -75.239479, -75.244416, -75.246531, -75.247518, -75.246935, 39.972111, 39.975113, 39.97533, 39.975546, 39.975833, 39.976101, 39.972957, 39.970141, 39.969849, 39.968097, 39.968706, 39.968967, 39.969093, 39.972111)))"
42101013500,"list(list(c(-75.174869, -75.174367, -75.17055, -75.169274, -75.167703, -75.164555, -75.164744, -75.165256, -75.165349, -75.168569, -75.170177, -75.171344, -75.172108, -75.17539, -75.174869, 39.96971, 39.972035, 39.97157, 39.971406, 39.971211, 39.970816, 39.970436, 39.967563, 39.967149, 39.967226, 39.96725, 39.967275, 39.967284, 39.967345, 39.96971)))"
42101015102,"list(list(c(-75.184136, -75.183459, -75.181875, -75.180257, -75.177206, -75.175803, -75.174665, -75.174044, -75.174694, -75.175344, -75.176933, -75.179952, -75.181579, -75.181758, -75.184794, -75.184136, 39.986721, 39.9898, 39.989583, 39.989388, 39.988991, 39.988812, 39.988427, 39.988507, 39.985506, 39.982517, 39.982713, 39.983108, 39.983313, 39.983325, 39.983706, 39.986721)))"
42101015300,"list(list(c(-75.164517, -75.164184, -75.161032, -75.157899, -75.156275, -75.157581, -75.159219, -75.165511, -75.164517, 39.985759, 39.987311, 39.986907, 39.986492, 39.986283, 39.980223, 39.980435, 39.981244, 39.985759)))"
42101015800,"list(list(c(-75.134401, -75.133374, -75.13267, -75.131811, -75.130448, -75.128628, -75.126136, -75.125201, -75.123391, -75.122592, -75.123489, -75.130452, -75.134428, -75.134401, 39.972303, 39.97409, 39.975304, 39.976804, 39.978589, 39.977533, 39.976082, 39.975558, 39.974403, 39.97388, 39.972651, 39.970189, 39.968791, 39.972303)))"
42101016800,"list(list(c(-75.173182, -75.171594, -75.171441, -75.171173, -75.170767, -75.167568, -75.164094, -75.163749, -75.16294, -75.1635, -75.164184, -75.169234, -75.168894, -75.171744, -75.17226, -75.173682, -75.173182, 39.992412, 39.9922, 39.992946, 39.994165, 39.996036, 39.995621, 39.995169, 39.993966, 39.993043, 39.990401, 39.987311, 39.987959, 39.98955, 39.989924, 39.989982, 39.990167, 39.992412)))"
42101016901,"list(list(c(-75.179748, -75.179584, -75.179248, -75.178576, -75.175539, -75.173948, -75.172355, -75.170767, -75.171173, -75.171441, -75.171594, -75.173182, -75.173682, -75.175803, -75.177206, -75.180257, -75.179748, 39.991715, 39.992463, 39.993963, 39.99704, 39.996639, 39.996432, 39.99624, 39.996036, 39.994165, 39.992946, 39.9922, 39.992412, 39.990167, 39.988812, 39.988991, 39.989388, 39.991715)))"
42101017300,"list(list(c(-75.167215, -75.166562, -75.165896, -75.160843, -75.160495, -75.158926, -75.157365, -75.158314, -75.155232, -75.153609, -75.153782, -75.154588, -75.157791, -75.159366, -75.159918, -75.160946, -75.164094, -75.167568, -75.167215, 39.997197, 40.000199, 40.003269, 40.002634, 40.004215, 40.004009, 40.003799, 39.99918, 39.998728, 39.998515, 39.997718, 39.993938, 39.994342, 39.994525, 39.994591, 39.994737, 39.995169, 39.995621, 39.997197)))"
42101000300,"list(list(c(-75.179937, -75.175482, -75.172002, -75.168827, -75.167233, -75.165658, -75.162339, -75.162688, -75.163093, -75.166365, -75.167989, -75.16957, -75.171134, -75.172783, -75.176234, -75.177527, -75.17972, -75.179327, -75.179126, -75.179937, 39.960028, 39.959448, 39.959007, 39.958627, 39.958431, 39.95823, 39.957825, 39.956227, 39.9544, 39.954816, 39.955008, 39.955205, 39.955394, 39.955604, 39.956032, 39.95549, 39.956164, 39.95738, 39.958004, 39.960028)))"
42101001201,"list(list(c(-75.187231, -75.185634, -75.183288, -75.181134, -75.180021, -75.178994, -75.177843, -75.176239, -75.174323, -75.174627, -75.175054, -75.176985, -75.178578, -75.179409, -75.18188, -75.185685, -75.187231, 39.947176, 39.948021, 39.949512, 39.949008, 39.948872, 39.94875, 39.94861, 39.948414, 39.948177, 39.946753, 39.944832, 39.94508, 39.945269, 39.945377, 39.945691, 39.946159, 39.947176)))"
42101021800,"list(list(c(-75.238182, -75.231724, -75.230082, -75.228211, -75.228446, -75.226912, -75.228493, -75.229675, -75.227325, -75.232003, -75.230978, -75.227161, -75.230049, -75.235419, -75.236301, -75.236042, -75.236386, -75.238182, 40.059771, 40.064099, 40.0663, 40.064678, 40.06254, 40.061721, 40.060331, 40.059776, 40.056645, 40.054395, 40.053587, 40.052534, 40.051219, 40.048775, 40.051037, 40.056711, 40.057398, 40.059771)))"
42101038700,"list(list(c(-75.2305, -75.22361, -75.21357, -75.212375, -75.211868, -75.209396, -75.197601, -75.199361, -75.199496, -75.199786, -75.200878, -75.202651, -75.203427, -75.207985, -75.217463, -75.219807, -75.224012, -75.227717, -75.227902, -75.2305, 40.086022, 40.092907, 40.087154, 40.085995, 40.086086, 40.084927, 40.077991, 40.075928, 40.07547, 40.075366, 40.074958, 40.073212, 40.07418, 40.07695, 40.080575, 40.082084, 40.084218, 40.084321, 40.084389, 40.086022)))"
42101023600,"list(list(c(-75.200784, -75.198988, -75.199409, -75.196511, -75.194491, -75.194083, -75.194411, -75.192123, -75.192106, -75.193091, -75.189479, -75.187315, -75.188797, -75.190987, -75.193127, -75.201433, -75.200784, 40.043528, 40.045271, 40.046469, 40.049188, 40.051466, 40.051633, 40.050637, 40.047679, 40.047163, 40.04459, 40.042307, 40.040929, 40.03948, 40.037353, 40.035381, 40.042404, 40.043528)))"
42101024300,"list(list(c(-75.178141, -75.174043, -75.172523, -75.170583, -75.169124, -75.168482, -75.163915, -75.162782, -75.163758, -75.166005, -75.172342, -75.173246, -75.174963, -75.176861, -75.178141, 40.022595, 40.026588, 40.025758, 40.024667, 40.023865, 40.023512, 40.02099, 40.020368, 40.019234, 40.01862, 40.017604, 40.018411, 40.019891, 40.021501, 40.022595)))"
42101024500,"list(list(c(-75.167084, -75.165747, -75.164809, -75.162752, -75.162077, -75.158675, -75.158341, -75.158363, -75.159601, -75.15764, -75.158124, -75.159033, -75.159551, -75.160053, -75.160983, -75.161425, -75.163749, -75.165491, -75.166488, -75.169211, -75.167084, 40.034393, 40.035702, 40.036452, 40.037499, 40.038163, 40.041691, 40.042021, 40.036346, 40.035137, 40.033206, 40.030825, 40.030316, 40.023925, 40.026023, 40.027253, 40.027764, 40.029255, 40.030242, 40.030794, 40.032314, 40.034393)))"
42101024600,"list(list(c(-75.177757, -75.17573, -75.173355, -75.170725, -75.169492, -75.170855, -75.172027, -75.17206, -75.171368, -75.170377, -75.164809, -75.165747, -75.167084, -75.169211, -75.17061, -75.173514, -75.173951, -75.174724, -75.175208, -75.176428, -75.177629, -75.177757, 40.039401, 40.041333, 40.04362, 40.046151, 40.044531, 40.040445, 40.039141, 40.038118, 40.037315, 40.036921, 40.036452, 40.035702, 40.034393, 40.032314, 40.033131, 40.034831, 40.035193, 40.03582, 40.036232, 40.037794, 40.039229, 
40.039401)))"
42101038900,"list(list(c(-75.177193, -75.175743, -75.174759, -75.172869, -75.168641, -75.165453, -75.164602, -75.163173, -75.160691, -75.158889, -75.161898, -75.164529, -75.167701, -75.170884, -75.171755, -75.172888, -75.17326, -75.175804, -75.177193, 40.05308, 40.054577, 40.057282, 40.057256, 40.061373, 40.059541, 40.059044, 40.058233, 40.056831, 40.055768, 40.052842, 40.050306, 40.047245, 40.049199, 40.048359, 40.050431, 40.050667, 40.052241, 40.05308)))"
42101026000,"list(list(c(-75.174171, -75.172621, -75.169914, -75.163399, -75.166062, -75.167097, -75.16899, -75.171716, -75.17394, -75.175509, -75.174171, 40.076549, 40.078103, 40.080818, 40.07695, 40.074338, 40.07332, 40.071473, 40.073039, 40.07431, 40.075214, 40.076549)))"
42101001700,"list(list(c(-75.153065, -75.152771, -75.151773, -75.148157, -75.144646, -75.144529, -75.143877, -75.144888, -75.146808, -75.148694, -75.150229, -75.151759, -75.153286, -75.153065, 39.938763, 39.940039, 39.939548, 39.938899, 39.938373, 39.938873, 39.938784, 39.935465, 39.935982, 39.936486, 39.936921, 39.937331, 39.937736, 39.938763)))"
42101002100,"list(list(c(-75.179839, -75.178251, -75.17631, -75.173173, -75.17385, -75.17397, -75.178514, -75.179035, -75.180621, -75.179839, 39.939478, 39.939268, 39.939021, 39.938641, 39.93545, 39.934974, 39.935544, 39.935612, 39.935816, 39.939478)))"
42101017500,"list(list(c(-75.147461, -75.14708, -75.146731, -75.147404, -75.147717, -75.139876, -75.137669, -75.137847, -75.138524, -75.138713, -75.139851, -75.140198, -75.142173, -75.142999, -75.146089, -75.147887, -75.147461, 39.994656, 39.996143, 39.997627, 39.99924, 39.999974, 40.002845, 40.003645, 40.002799, 39.999743, 39.998891, 39.993672, 39.992086, 39.992343, 39.992449, 39.992848, 39.993078, 39.994656)))"
42101017900,"list(list(c(-75.121703, -75.120138, -75.115481, -75.114257, -75.109528, -75.10773, -75.107339, -75.106748, -75.106326, -75.105915, -75.108359, -75.111221, -75.11345, -75.115251, -75.115605, -75.116075, -75.117355, -75.118522, -75.120252, -75.122342, -75.121703, 39.987571, 39.986877, 39.989315, 39.989952, 39.992123, 39.990079, 39.989644, 39.98898, 39.988524, 39.988037, 39.986753, 39.985268, 39.984105, 39.983157, 39.983551, 39.982938, 39.981481, 39.982825, 39.984755, 39.987046, 39.987571)))"
42101018300,"list(list(c(-75.08637, -75.079781, -75.077476, -75.075687, -75.073149, -75.070609, -75.070175, -75.069049, -75.065458, -75.067864, -75.072258, -75.069431, -75.0653927507667, -75.0676640966386, -75.070716, -75.078288, -75.080785, -75.083346, -75.08637, 39.998895, 40.002337, 40.004139, 40.005553, 40.001517, 40.001652, 40.00106, 39.999566, 39.99498, 39.992483, 39.990202, 39.986496, 39.9850303235026, 39.9831713248389, 39.985097, 39.990945, 39.993572, 39.99641, 39.998895)))"
42101037900,"list(list(c(-75.105064, -75.102621, -75.099128, -75.098035, -75.095726, -75.097007, -75.094523, -75.08637, -75.083346, -75.080785, -75.081387, -75.086603, -75.08604, -75.089616, -75.094393, -75.099, -75.101439, -75.102999, -75.103366, -75.105064, 39.987073, 39.988348, 39.990172, 39.990748, 39.99195, 39.993399, 39.994603, 39.998895, 39.99641, 39.993572, 39.992731, 39.990017, 39.990897, 39.989064, 39.98663, 39.98424, 39.982974, 39.98472, 39.985129, 39.987073)))"
42101019100,"list(list(c(-75.112821, -75.112497, -75.112161, -75.111811, -75.11136, -75.109024, -75.107599, -75.107152, -75.106619, -75.10257, -75.098803, -75.097041, -75.097055, -75.097431, -75.099374, -75.101557, -75.101864, -75.102216, -75.102552, -75.103146, -75.10327, -75.103797, -75.101811, -75.104197, -75.110017, -75.109864, -75.113986, -75.112821, 40.009007, 40.010489, 40.012085, 40.013662, 40.015867, 40.016286, 40.016489, 40.016728, 40.01642, 40.015964, 40.016345, 40.01595, 40.015202, 40.013325, 40.013583, 
40.013878, 40.012369, 40.010789, 40.009202, 40.006202, 40.005602, 40.003134, 40.002863, 40.001525, 40.002282, 40.003027, 40.00356, 40.009007)))"
